#Time Node In(1)/Out(0) Delay
0.0, 1, 0, 0.0000
0.0, 2, 0, 0.0000
0.0, 1, 1, 0.0000
0.0, 2, 1, 0.0000
2.2, 1, 0, 0.0674737
2.2, 2, 0, 0.0469474
3.2, 1, 1, 0.0454737
8.2, 1, 0, 0.0658947
