% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
10	10.25	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
10	10.25	1	2	2	3	111	159063	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
10.25	10.5	1	1	1	3	111	159063	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
10.25	10.5	1	2	2	3	112	160496	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
10.5	10.75	1	1	1	3	112	160496	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
10.5	10.75	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
10.75	11	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
10.75	11	1	2	2	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
11	11.25	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
11	11.25	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
11.25	11.5	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
11.25	11.5	1	2	2	3	111	159063	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
11.5	11.75	1	1	1	3	111	159063	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
11.5	11.75	1	2	2	3	112	160496	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
11.75	12	1	1	1	3	112	160496	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
11.75	12	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12	12.25	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12	12.25	1	2	2	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
12.25	12.5	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
12.25	12.5	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12.5	12.75	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12.5	12.75	1	2	2	3	111	159063	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12.75	13	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
12.75	13	1	2	2	3	112	160496	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
13	13.25	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
13	13.25	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
13.25	13.5	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
13.25	13.5	1	2	2	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
13.5	13.75	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
13.5	13.75	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
13.75	14	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
13.75	14	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
14	14.25	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
14	14.25	1	2	2	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
14.25	14.5	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
14.25	14.5	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
14.5	14.75	1	1	1	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
14.5	14.75	1	2	2	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
14.75	15	1	1	1	3	111	159063	111	159063	0.003	0	0.003	0.003	1433	0	1433	1433	
14.75	15	1	2	2	3	112	160496	112	160496	0.003	0	0.003	0.003	1433	0	1433	1433	
