% time	cellId	IMSI	RNTI	rsrp	sinr
1.74521	1	2	2	1.07682e-09	2.27013e+06
1.74621	1	1	1	5.4396e-10	1.14677e+06
1.74621	1	2	2	1.07682e-09	2.27013e+06
1.74721	1	1	1	5.4396e-10	1.14677e+06
1.74721	1	2	2	1.07682e-09	2.27013e+06
1.74821	1	1	1	5.4396e-10	1.14677e+06
1.74821	1	2	2	1.07682e-09	2.27013e+06
1.74921	1	1	1	5.4396e-10	1.14677e+06
1.74921	1	2	2	1.07682e-09	2.27013e+06
1.75021	1	1	1	5.4396e-10	1.14677e+06
1.75021	1	2	2	1.07682e-09	2.27013e+06
1.75121	1	1	1	5.4396e-10	1.14677e+06
1.75121	1	2	2	1.07682e-09	2.27013e+06
1.75221	1	1	1	5.4396e-10	1.14677e+06
1.75221	1	2	2	1.07682e-09	2.27013e+06
1.75321	1	1	1	5.4396e-10	1.14677e+06
1.75321	1	2	2	1.07682e-09	2.27013e+06
1.75421	1	1	1	5.4396e-10	1.14677e+06
1.75421	1	2	2	1.07682e-09	2.27013e+06
1.75521	1	1	1	5.4396e-10	1.14677e+06
1.75521	1	2	2	1.07682e-09	2.27013e+06
1.75621	1	1	1	5.4396e-10	1.14677e+06
1.75621	1	2	2	1.07682e-09	2.27013e+06
1.75721	1	1	1	5.4396e-10	1.14677e+06
1.75721	1	2	2	1.07682e-09	2.27013e+06
1.75821	1	1	1	5.4396e-10	1.14677e+06
1.75821	1	2	2	1.07682e-09	2.27013e+06
1.75921	1	1	1	5.4396e-10	1.14677e+06
1.75921	1	2	2	1.07682e-09	2.27013e+06
1.76021	1	1	1	5.4396e-10	1.14677e+06
1.76021	1	2	2	1.07682e-09	2.27013e+06
1.76121	1	1	1	5.4396e-10	1.14677e+06
1.76121	1	2	2	1.07682e-09	2.27013e+06
1.76221	1	1	1	5.4396e-10	1.14677e+06
1.76221	1	2	2	1.07682e-09	2.27013e+06
1.76321	1	1	1	5.4396e-10	1.14677e+06
1.76321	1	2	2	1.07682e-09	2.27013e+06
1.76421	1	1	1	5.4396e-10	1.14677e+06
1.76421	1	2	2	1.07682e-09	2.27013e+06
1.76521	1	1	1	5.4396e-10	1.14677e+06
1.76521	1	2	2	1.07682e-09	2.27013e+06
1.76621	1	1	1	5.4396e-10	1.14677e+06
1.76621	1	2	2	1.07682e-09	2.27013e+06
1.76721	1	1	1	5.4396e-10	1.14677e+06
1.76721	1	2	2	1.07682e-09	2.27013e+06
1.76821	1	1	1	5.4396e-10	1.14677e+06
1.76821	1	2	2	1.07682e-09	2.27013e+06
1.76921	1	1	1	5.4396e-10	1.14677e+06
1.76921	1	2	2	1.07682e-09	2.27013e+06
1.77021	1	1	1	5.4396e-10	1.14677e+06
1.77021	1	2	2	1.07682e-09	2.27013e+06
1.77121	1	1	1	5.4396e-10	1.14677e+06
1.77121	1	2	2	1.07682e-09	2.27013e+06
1.77221	1	1	1	5.4396e-10	1.14677e+06
1.77221	1	2	2	1.07682e-09	2.27013e+06
1.77321	1	1	1	5.4396e-10	1.14677e+06
1.77321	1	2	2	1.07682e-09	2.27013e+06
1.77421	1	1	1	5.4396e-10	1.14677e+06
1.77421	1	2	2	1.07682e-09	2.27013e+06
1.77521	1	1	1	5.4396e-10	1.14677e+06
1.77521	1	2	2	1.07682e-09	2.27013e+06
1.77621	1	1	1	5.4396e-10	1.14677e+06
1.77621	1	2	2	1.07682e-09	2.27013e+06
1.77721	1	1	1	5.4396e-10	1.14677e+06
1.77721	1	2	2	1.07682e-09	2.27013e+06
1.77821	1	1	1	5.4396e-10	1.14677e+06
1.77821	1	2	2	1.07682e-09	2.27013e+06
1.77921	1	1	1	5.4396e-10	1.14677e+06
1.77921	1	2	2	1.07682e-09	2.27013e+06
1.78021	1	1	1	5.4396e-10	1.14677e+06
1.78021	1	2	2	1.07682e-09	2.27013e+06
1.78121	1	1	1	5.4396e-10	1.14677e+06
1.78121	1	2	2	1.07682e-09	2.27013e+06
1.78221	1	1	1	5.4396e-10	1.14677e+06
1.78221	1	2	2	1.07682e-09	2.27013e+06
1.78321	1	1	1	5.4396e-10	1.14677e+06
1.78321	1	2	2	1.07682e-09	2.27013e+06
1.78421	1	1	1	5.4396e-10	1.14677e+06
1.78421	1	2	2	1.07682e-09	2.27013e+06
1.78521	1	1	1	5.4396e-10	1.14677e+06
1.78521	1	2	2	1.07682e-09	2.27013e+06
1.78621	1	1	1	5.4396e-10	1.14677e+06
1.78621	1	2	2	1.07682e-09	2.27013e+06
1.78721	1	1	1	5.4396e-10	1.14677e+06
1.78721	1	2	2	1.07682e-09	2.27013e+06
1.78821	1	1	1	5.4396e-10	1.14677e+06
1.78821	1	2	2	1.07682e-09	2.27013e+06
1.78921	1	1	1	5.4396e-10	1.14677e+06
1.78921	1	2	2	1.07682e-09	2.27013e+06
1.79021	1	1	1	5.4396e-10	1.14677e+06
1.79021	1	2	2	1.07682e-09	2.27013e+06
1.79121	1	1	1	5.4396e-10	1.14677e+06
1.79121	1	2	2	1.07682e-09	2.27013e+06
1.79221	1	1	1	5.4396e-10	1.14677e+06
1.79221	1	2	2	1.07682e-09	2.27013e+06
1.79321	1	1	1	5.4396e-10	1.14677e+06
1.79321	1	2	2	1.07682e-09	2.27013e+06
1.79421	1	1	1	5.4396e-10	1.14677e+06
1.79421	1	2	2	1.07682e-09	2.27013e+06
1.79521	1	1	1	5.4396e-10	1.14677e+06
1.79521	1	2	2	1.07682e-09	2.27013e+06
1.79621	1	1	1	5.4396e-10	1.14677e+06
1.79621	1	2	2	1.07682e-09	2.27013e+06
1.79721	1	1	1	5.4396e-10	1.14677e+06
1.79721	1	2	2	1.07682e-09	2.27013e+06
1.79821	1	1	1	5.4396e-10	1.14677e+06
1.79821	1	2	2	1.07682e-09	2.27013e+06
1.79921	1	1	1	5.4396e-10	1.14677e+06
1.79921	1	2	2	1.07682e-09	2.27013e+06
1.80021	1	1	1	5.4396e-10	1.14677e+06
1.80021	1	2	2	1.07682e-09	2.27013e+06
1.80121	1	1	1	5.4396e-10	1.14677e+06
1.80121	1	2	2	1.07682e-09	2.27013e+06
1.80221	1	1	1	5.4396e-10	1.14677e+06
1.80221	1	2	2	1.07682e-09	2.27013e+06
1.80321	1	1	1	5.4396e-10	1.14677e+06
1.80321	1	2	2	1.07682e-09	2.27013e+06
1.80421	1	1	1	5.4396e-10	1.14677e+06
1.80421	1	2	2	1.07682e-09	2.27013e+06
1.80521	1	1	1	5.4396e-10	1.14677e+06
1.80521	1	2	2	1.07682e-09	2.27013e+06
1.80621	1	1	1	5.4396e-10	1.14677e+06
1.80621	1	2	2	1.07682e-09	2.27013e+06
1.80721	1	1	1	5.4396e-10	1.14677e+06
1.80721	1	2	2	1.07682e-09	2.27013e+06
1.80821	1	1	1	5.4396e-10	1.14677e+06
1.80821	1	2	2	1.07682e-09	2.27013e+06
1.80921	1	1	1	5.4396e-10	1.14677e+06
1.80921	1	2	2	1.07682e-09	2.27013e+06
1.81021	1	1	1	5.4396e-10	1.14677e+06
1.81021	1	2	2	1.07682e-09	2.27013e+06
1.81121	1	1	1	5.4396e-10	1.14677e+06
1.81121	1	2	2	1.07682e-09	2.27013e+06
1.81221	1	1	1	5.4396e-10	1.14677e+06
1.81221	1	2	2	1.07682e-09	2.27013e+06
1.81321	1	1	1	5.4396e-10	1.14677e+06
1.81321	1	2	2	1.07682e-09	2.27013e+06
1.81421	1	1	1	5.4396e-10	1.14677e+06
1.81421	1	2	2	1.07682e-09	2.27013e+06
1.81521	1	1	1	5.4396e-10	1.14677e+06
1.81521	1	2	2	1.07682e-09	2.27013e+06
1.81621	1	1	1	5.4396e-10	1.14677e+06
1.81621	1	2	2	1.07682e-09	2.27013e+06
1.81721	1	1	1	5.4396e-10	1.14677e+06
1.81721	1	2	2	1.07682e-09	2.27013e+06
1.81821	1	1	1	5.4396e-10	1.14677e+06
1.81821	1	2	2	1.07682e-09	2.27013e+06
1.81921	1	1	1	5.4396e-10	1.14677e+06
1.81921	1	2	2	1.07682e-09	2.27013e+06
1.82021	1	1	1	5.4396e-10	1.14677e+06
1.82021	1	2	2	1.07682e-09	2.27013e+06
1.82121	1	1	1	5.4396e-10	1.14677e+06
1.82121	1	2	2	1.07682e-09	2.27013e+06
1.82221	1	1	1	5.4396e-10	1.14677e+06
1.82221	1	2	2	1.07682e-09	2.27013e+06
1.82321	1	1	1	5.4396e-10	1.14677e+06
1.82321	1	2	2	1.07682e-09	2.27013e+06
1.82421	1	1	1	5.4396e-10	1.14677e+06
1.82421	1	2	2	1.07682e-09	2.27013e+06
1.82521	1	1	1	5.4396e-10	1.14677e+06
1.82521	1	2	2	1.07682e-09	2.27013e+06
1.82621	1	1	1	5.4396e-10	1.14677e+06
1.82621	1	2	2	1.07682e-09	2.27013e+06
1.82721	1	1	1	5.4396e-10	1.14677e+06
1.82721	1	2	2	1.07682e-09	2.27013e+06
1.82821	1	1	1	5.4396e-10	1.14677e+06
1.82821	1	2	2	1.07682e-09	2.27013e+06
1.82921	1	1	1	5.4396e-10	1.14677e+06
1.82921	1	2	2	1.07682e-09	2.27013e+06
1.83021	1	1	1	5.4396e-10	1.14677e+06
1.83021	1	2	2	1.07682e-09	2.27013e+06
1.83121	1	1	1	5.4396e-10	1.14677e+06
1.83121	1	2	2	1.07682e-09	2.27013e+06
1.83221	1	1	1	5.4396e-10	1.14677e+06
1.83221	1	2	2	1.07682e-09	2.27013e+06
1.83321	1	1	1	5.4396e-10	1.14677e+06
1.83321	1	2	2	1.07682e-09	2.27013e+06
1.83421	1	1	1	5.4396e-10	1.14677e+06
1.83421	1	2	2	1.07682e-09	2.27013e+06
1.83521	1	1	1	5.4396e-10	1.14677e+06
1.83521	1	2	2	1.07682e-09	2.27013e+06
1.83621	1	1	1	5.4396e-10	1.14677e+06
1.83621	1	2	2	1.07682e-09	2.27013e+06
1.83721	1	1	1	5.4396e-10	1.14677e+06
1.83721	1	2	2	1.07682e-09	2.27013e+06
1.83821	1	1	1	5.4396e-10	1.14677e+06
1.83821	1	2	2	1.07682e-09	2.27013e+06
1.83921	1	1	1	5.4396e-10	1.14677e+06
1.83921	1	2	2	1.07682e-09	2.27013e+06
1.84021	1	1	1	5.4396e-10	1.14677e+06
1.84021	1	2	2	1.07682e-09	2.27013e+06
1.84121	1	1	1	5.4396e-10	1.14677e+06
1.84121	1	2	2	1.07682e-09	2.27013e+06
1.84221	1	1	1	5.4396e-10	1.14677e+06
1.84221	1	2	2	1.07682e-09	2.27013e+06
1.84321	1	1	1	5.4396e-10	1.14677e+06
1.84321	1	2	2	1.07682e-09	2.27013e+06
1.84421	1	1	1	5.4396e-10	1.14677e+06
1.84421	1	2	2	1.07682e-09	2.27013e+06
1.84521	1	1	1	5.4396e-10	1.14677e+06
1.84521	1	2	2	1.07682e-09	2.27013e+06
1.84621	1	1	1	5.4396e-10	1.14677e+06
1.84621	1	2	2	1.07682e-09	2.27013e+06
1.84721	1	1	1	5.4396e-10	1.14677e+06
1.84721	1	2	2	1.07682e-09	2.27013e+06
1.84821	1	1	1	5.4396e-10	1.14677e+06
1.84821	1	2	2	1.07682e-09	2.27013e+06
1.84921	1	1	1	5.4396e-10	1.14677e+06
1.84921	1	2	2	1.07682e-09	2.27013e+06
1.85021	1	1	1	5.4396e-10	1.14677e+06
1.85021	1	2	2	1.07682e-09	2.27013e+06
1.85121	1	1	1	5.4396e-10	1.14677e+06
1.85121	1	2	2	1.07682e-09	2.27013e+06
1.85221	1	1	1	5.4396e-10	1.14677e+06
1.85221	1	2	2	1.07682e-09	2.27013e+06
1.85321	1	1	1	5.4396e-10	1.14677e+06
1.85321	1	2	2	1.07682e-09	2.27013e+06
1.85421	1	1	1	5.4396e-10	1.14677e+06
1.85421	1	2	2	1.07682e-09	2.27013e+06
1.85521	1	1	1	5.4396e-10	1.14677e+06
1.85521	1	2	2	1.07682e-09	2.27013e+06
1.85621	1	1	1	5.4396e-10	1.14677e+06
1.85621	1	2	2	1.07682e-09	2.27013e+06
1.85721	1	1	1	5.4396e-10	1.14677e+06
1.85721	1	2	2	1.07682e-09	2.27013e+06
1.85821	1	1	1	5.4396e-10	1.14677e+06
1.85821	1	2	2	1.07682e-09	2.27013e+06
1.85921	1	1	1	5.4396e-10	1.14677e+06
1.85921	1	2	2	1.07682e-09	2.27013e+06
1.86021	1	1	1	5.4396e-10	1.14677e+06
1.86021	1	2	2	1.07682e-09	2.27013e+06
1.86121	1	1	1	5.4396e-10	1.14677e+06
1.86121	1	2	2	1.07682e-09	2.27013e+06
1.86221	1	1	1	5.4396e-10	1.14677e+06
1.86221	1	2	2	1.07682e-09	2.27013e+06
1.86321	1	1	1	5.4396e-10	1.14677e+06
1.86321	1	2	2	1.07682e-09	2.27013e+06
1.86421	1	1	1	5.4396e-10	1.14677e+06
1.86421	1	2	2	1.07682e-09	2.27013e+06
1.86521	1	1	1	5.4396e-10	1.14677e+06
1.86521	1	2	2	1.07682e-09	2.27013e+06
1.86621	1	1	1	5.4396e-10	1.14677e+06
1.86621	1	2	2	1.07682e-09	2.27013e+06
1.86721	1	1	1	5.4396e-10	1.14677e+06
1.86721	1	2	2	1.07682e-09	2.27013e+06
1.86821	1	1	1	5.4396e-10	1.14677e+06
1.86821	1	2	2	1.07682e-09	2.27013e+06
1.86921	1	1	1	5.4396e-10	1.14677e+06
1.86921	1	2	2	1.07682e-09	2.27013e+06
1.87021	1	1	1	5.4396e-10	1.14677e+06
1.87021	1	2	2	1.07682e-09	2.27013e+06
1.87121	1	1	1	5.4396e-10	1.14677e+06
1.87121	1	2	2	1.07682e-09	2.27013e+06
1.87221	1	1	1	5.4396e-10	1.14677e+06
1.87221	1	2	2	1.07682e-09	2.27013e+06
1.87321	1	1	1	5.4396e-10	1.14677e+06
1.87321	1	2	2	1.07682e-09	2.27013e+06
1.87421	1	1	1	5.4396e-10	1.14677e+06
1.87421	1	2	2	1.07682e-09	2.27013e+06
1.87521	1	1	1	5.4396e-10	1.14677e+06
1.87521	1	2	2	1.07682e-09	2.27013e+06
1.87621	1	1	1	5.4396e-10	1.14677e+06
1.87621	1	2	2	1.07682e-09	2.27013e+06
1.87721	1	1	1	5.4396e-10	1.14677e+06
1.87721	1	2	2	1.07682e-09	2.27013e+06
1.87821	1	1	1	5.4396e-10	1.14677e+06
1.87821	1	2	2	1.07682e-09	2.27013e+06
1.87921	1	1	1	5.4396e-10	1.14677e+06
1.87921	1	2	2	1.07682e-09	2.27013e+06
1.88021	1	1	1	5.4396e-10	1.14677e+06
1.88021	1	2	2	1.07682e-09	2.27013e+06
1.88121	1	1	1	5.4396e-10	1.14677e+06
1.88121	1	2	2	1.07682e-09	2.27013e+06
1.88221	1	1	1	5.4396e-10	1.14677e+06
1.88221	1	2	2	1.07682e-09	2.27013e+06
1.88321	1	1	1	5.4396e-10	1.14677e+06
1.88321	1	2	2	1.07682e-09	2.27013e+06
1.88421	1	1	1	5.4396e-10	1.14677e+06
1.88421	1	2	2	1.07682e-09	2.27013e+06
1.88521	1	1	1	5.4396e-10	1.14677e+06
1.88521	1	2	2	1.07682e-09	2.27013e+06
1.88621	1	1	1	5.4396e-10	1.14677e+06
1.88621	1	2	2	1.07682e-09	2.27013e+06
1.88721	1	1	1	5.4396e-10	1.14677e+06
1.88721	1	2	2	1.07682e-09	2.27013e+06
1.88821	1	1	1	5.4396e-10	1.14677e+06
1.88821	1	2	2	1.07682e-09	2.27013e+06
1.88921	1	1	1	5.4396e-10	1.14677e+06
1.88921	1	2	2	1.07682e-09	2.27013e+06
1.89021	1	1	1	5.4396e-10	1.14677e+06
1.89021	1	2	2	1.07682e-09	2.27013e+06
1.89121	1	1	1	5.4396e-10	1.14677e+06
1.89121	1	2	2	1.07682e-09	2.27013e+06
1.89221	1	1	1	5.4396e-10	1.14677e+06
1.89221	1	2	2	1.07682e-09	2.27013e+06
1.89321	1	1	1	5.4396e-10	1.14677e+06
1.89321	1	2	2	1.07682e-09	2.27013e+06
1.89421	1	1	1	5.4396e-10	1.14677e+06
1.89421	1	2	2	1.07682e-09	2.27013e+06
1.89521	1	1	1	5.4396e-10	1.14677e+06
1.89521	1	2	2	1.07682e-09	2.27013e+06
1.89621	1	1	1	5.4396e-10	1.14677e+06
1.89621	1	2	2	1.07682e-09	2.27013e+06
1.89721	1	1	1	5.4396e-10	1.14677e+06
1.89721	1	2	2	1.07682e-09	2.27013e+06
1.89821	1	1	1	5.4396e-10	1.14677e+06
1.89821	1	2	2	1.07682e-09	2.27013e+06
1.89921	1	1	1	5.4396e-10	1.14677e+06
1.89921	1	2	2	1.07682e-09	2.27013e+06
1.90021	1	1	1	5.4396e-10	1.14677e+06
1.90021	1	2	2	1.07682e-09	2.27013e+06
1.90121	1	1	1	5.4396e-10	1.14677e+06
1.90121	1	2	2	1.07682e-09	2.27013e+06
1.90221	1	1	1	5.4396e-10	1.14677e+06
1.90221	1	2	2	1.07682e-09	2.27013e+06
1.90321	1	1	1	5.4396e-10	1.14677e+06
1.90321	1	2	2	1.07682e-09	2.27013e+06
1.90421	1	1	1	5.4396e-10	1.14677e+06
1.90421	1	2	2	1.07682e-09	2.27013e+06
1.90521	1	1	1	5.4396e-10	1.14677e+06
1.90521	1	2	2	1.07682e-09	2.27013e+06
1.90621	1	1	1	5.4396e-10	1.14677e+06
1.90621	1	2	2	1.07682e-09	2.27013e+06
1.90721	1	1	1	5.4396e-10	1.14677e+06
1.90721	1	2	2	1.07682e-09	2.27013e+06
1.90821	1	1	1	5.4396e-10	1.14677e+06
1.90821	1	2	2	1.07682e-09	2.27013e+06
1.90921	1	1	1	5.4396e-10	1.14677e+06
1.90921	1	2	2	1.07682e-09	2.27013e+06
1.91021	1	1	1	5.4396e-10	1.14677e+06
1.91021	1	2	2	1.07682e-09	2.27013e+06
1.91121	1	1	1	5.4396e-10	1.14677e+06
1.91121	1	2	2	1.07682e-09	2.27013e+06
1.91221	1	1	1	5.4396e-10	1.14677e+06
1.91221	1	2	2	1.07682e-09	2.27013e+06
1.91321	1	1	1	5.4396e-10	1.14677e+06
1.91321	1	2	2	1.07682e-09	2.27013e+06
1.91421	1	1	1	5.4396e-10	1.14677e+06
1.91421	1	2	2	1.07682e-09	2.27013e+06
1.91521	1	1	1	5.4396e-10	1.14677e+06
1.91521	1	2	2	1.07682e-09	2.27013e+06
1.91621	1	1	1	5.4396e-10	1.14677e+06
1.91621	1	2	2	1.07682e-09	2.27013e+06
1.91721	1	1	1	5.4396e-10	1.14677e+06
1.91721	1	2	2	1.07682e-09	2.27013e+06
1.91821	1	1	1	5.4396e-10	1.14677e+06
1.91821	1	2	2	1.07682e-09	2.27013e+06
1.91921	1	1	1	5.4396e-10	1.14677e+06
1.91921	1	2	2	1.07682e-09	2.27013e+06
1.92021	1	1	1	5.4396e-10	1.14677e+06
1.92021	1	2	2	1.07682e-09	2.27013e+06
1.92121	1	1	1	5.4396e-10	1.14677e+06
1.92121	1	2	2	1.07682e-09	2.27013e+06
1.92221	1	1	1	5.4396e-10	1.14677e+06
1.92221	1	2	2	1.07682e-09	2.27013e+06
1.92321	1	1	1	5.4396e-10	1.14677e+06
1.92321	1	2	2	1.07682e-09	2.27013e+06
1.92421	1	1	1	5.4396e-10	1.14677e+06
1.92421	1	2	2	1.07682e-09	2.27013e+06
1.92521	1	1	1	5.4396e-10	1.14677e+06
1.92521	1	2	2	1.07682e-09	2.27013e+06
1.92621	1	1	1	5.4396e-10	1.14677e+06
1.92621	1	2	2	1.07682e-09	2.27013e+06
1.92721	1	1	1	5.4396e-10	1.14677e+06
1.92721	1	2	2	1.07682e-09	2.27013e+06
1.92821	1	1	1	5.4396e-10	1.14677e+06
1.92821	1	2	2	1.07682e-09	2.27013e+06
1.92921	1	1	1	5.4396e-10	1.14677e+06
1.92921	1	2	2	1.07682e-09	2.27013e+06
1.93021	1	1	1	5.4396e-10	1.14677e+06
1.93021	1	2	2	1.07682e-09	2.27013e+06
1.93121	1	1	1	5.4396e-10	1.14677e+06
1.93121	1	2	2	1.07682e-09	2.27013e+06
1.93221	1	1	1	5.4396e-10	1.14677e+06
1.93221	1	2	2	1.07682e-09	2.27013e+06
1.93321	1	1	1	5.4396e-10	1.14677e+06
1.93321	1	2	2	1.07682e-09	2.27013e+06
1.93421	1	1	1	5.4396e-10	1.14677e+06
1.93421	1	2	2	1.07682e-09	2.27013e+06
1.93521	1	1	1	5.4396e-10	1.14677e+06
1.93521	1	2	2	1.07682e-09	2.27013e+06
1.93621	1	1	1	5.4396e-10	1.14677e+06
1.93621	1	2	2	1.07682e-09	2.27013e+06
1.93721	1	1	1	5.4396e-10	1.14677e+06
1.93721	1	2	2	1.07682e-09	2.27013e+06
1.93821	1	1	1	5.4396e-10	1.14677e+06
1.93821	1	2	2	1.07682e-09	2.27013e+06
1.93921	1	1	1	5.4396e-10	1.14677e+06
1.93921	1	2	2	1.07682e-09	2.27013e+06
1.94021	1	1	1	5.4396e-10	1.14677e+06
1.94021	1	2	2	1.07682e-09	2.27013e+06
1.94121	1	1	1	5.4396e-10	1.14677e+06
1.94121	1	2	2	1.07682e-09	2.27013e+06
1.94221	1	1	1	5.4396e-10	1.14677e+06
1.94221	1	2	2	1.07682e-09	2.27013e+06
1.94321	1	1	1	5.4396e-10	1.14677e+06
1.94321	1	2	2	1.07682e-09	2.27013e+06
1.94421	1	1	1	5.4396e-10	1.14677e+06
1.94421	1	2	2	1.07682e-09	2.27013e+06
1.94521	1	1	1	5.4396e-10	1.14677e+06
1.94521	1	2	2	1.07682e-09	2.27013e+06
1.94621	1	1	1	5.4396e-10	1.14677e+06
1.94621	1	2	2	1.07682e-09	2.27013e+06
1.94721	1	1	1	5.4396e-10	1.14677e+06
1.94721	1	2	2	1.07682e-09	2.27013e+06
1.94821	1	1	1	5.4396e-10	1.14677e+06
1.94821	1	2	2	1.07682e-09	2.27013e+06
1.94921	1	1	1	5.4396e-10	1.14677e+06
1.94921	1	2	2	1.07682e-09	2.27013e+06
1.95021	1	1	1	5.4396e-10	1.14677e+06
1.95021	1	2	2	1.07682e-09	2.27013e+06
1.95121	1	1	1	5.4396e-10	1.14677e+06
1.95121	1	2	2	1.07682e-09	2.27013e+06
1.95221	1	1	1	5.4396e-10	1.14677e+06
1.95221	1	2	2	1.07682e-09	2.27013e+06
1.95321	1	1	1	5.4396e-10	1.14677e+06
1.95321	1	2	2	1.07682e-09	2.27013e+06
1.95421	1	1	1	5.4396e-10	1.14677e+06
1.95421	1	2	2	1.07682e-09	2.27013e+06
1.95521	1	1	1	5.4396e-10	1.14677e+06
1.95521	1	2	2	1.07682e-09	2.27013e+06
1.95621	1	1	1	5.4396e-10	1.14677e+06
1.95621	1	2	2	1.07682e-09	2.27013e+06
1.95721	1	1	1	5.4396e-10	1.14677e+06
1.95721	1	2	2	1.07682e-09	2.27013e+06
1.95821	1	1	1	5.4396e-10	1.14677e+06
1.95821	1	2	2	1.07682e-09	2.27013e+06
1.95921	1	1	1	5.4396e-10	1.14677e+06
1.95921	1	2	2	1.07682e-09	2.27013e+06
1.96021	1	1	1	5.4396e-10	1.14677e+06
1.96021	1	2	2	1.07682e-09	2.27013e+06
1.96121	1	1	1	5.4396e-10	1.14677e+06
1.96121	1	2	2	1.07682e-09	2.27013e+06
1.96221	1	1	1	5.4396e-10	1.14677e+06
1.96221	1	2	2	1.07682e-09	2.27013e+06
1.96321	1	1	1	5.4396e-10	1.14677e+06
1.96321	1	2	2	1.07682e-09	2.27013e+06
1.96421	1	1	1	5.4396e-10	1.14677e+06
1.96421	1	2	2	1.07682e-09	2.27013e+06
1.96521	1	1	1	5.4396e-10	1.14677e+06
1.96521	1	2	2	1.07682e-09	2.27013e+06
1.96621	1	1	1	5.4396e-10	1.14677e+06
1.96621	1	2	2	1.07682e-09	2.27013e+06
1.96721	1	1	1	5.4396e-10	1.14677e+06
1.96721	1	2	2	1.07682e-09	2.27013e+06
1.96821	1	1	1	5.4396e-10	1.14677e+06
1.96821	1	2	2	1.07682e-09	2.27013e+06
1.96921	1	1	1	5.4396e-10	1.14677e+06
1.96921	1	2	2	1.07682e-09	2.27013e+06
1.97021	1	1	1	5.4396e-10	1.14677e+06
1.97021	1	2	2	1.07682e-09	2.27013e+06
1.97121	1	1	1	5.4396e-10	1.14677e+06
1.97121	1	2	2	1.07682e-09	2.27013e+06
1.97221	1	1	1	5.4396e-10	1.14677e+06
1.97221	1	2	2	1.07682e-09	2.27013e+06
1.97321	1	1	1	5.4396e-10	1.14677e+06
1.97321	1	2	2	1.07682e-09	2.27013e+06
1.97421	1	1	1	5.4396e-10	1.14677e+06
1.97421	1	2	2	1.07682e-09	2.27013e+06
1.97521	1	1	1	5.4396e-10	1.14677e+06
1.97521	1	2	2	1.07682e-09	2.27013e+06
1.97621	1	1	1	5.4396e-10	1.14677e+06
1.97621	1	2	2	1.07682e-09	2.27013e+06
1.97721	1	1	1	5.4396e-10	1.14677e+06
1.97721	1	2	2	1.07682e-09	2.27013e+06
1.97821	1	1	1	5.4396e-10	1.14677e+06
1.97821	1	2	2	1.07682e-09	2.27013e+06
1.97921	1	1	1	5.4396e-10	1.14677e+06
1.97921	1	2	2	1.07682e-09	2.27013e+06
1.98021	1	1	1	5.4396e-10	1.14677e+06
1.98021	1	2	2	1.07682e-09	2.27013e+06
1.98121	1	1	1	5.4396e-10	1.14677e+06
1.98121	1	2	2	1.07682e-09	2.27013e+06
1.98221	1	1	1	5.4396e-10	1.14677e+06
1.98221	1	2	2	1.07682e-09	2.27013e+06
1.98321	1	1	1	5.4396e-10	1.14677e+06
1.98321	1	2	2	1.07682e-09	2.27013e+06
1.98421	1	1	1	5.4396e-10	1.14677e+06
1.98421	1	2	2	1.07682e-09	2.27013e+06
1.98521	1	1	1	5.4396e-10	1.14677e+06
1.98521	1	2	2	1.07682e-09	2.27013e+06
1.98621	1	1	1	5.4396e-10	1.14677e+06
1.98621	1	2	2	1.07682e-09	2.27013e+06
1.98721	1	1	1	5.4396e-10	1.14677e+06
1.98721	1	2	2	1.07682e-09	2.27013e+06
1.98821	1	1	1	5.4396e-10	1.14677e+06
1.98821	1	2	2	1.07682e-09	2.27013e+06
1.98921	1	1	1	5.4396e-10	1.14677e+06
1.98921	1	2	2	1.07682e-09	2.27013e+06
1.99021	1	1	1	5.4396e-10	1.14677e+06
1.99021	1	2	2	1.07682e-09	2.27013e+06
1.99121	1	1	1	5.4396e-10	1.14677e+06
1.99121	1	2	2	1.07682e-09	2.27013e+06
1.99221	1	1	1	5.4396e-10	1.14677e+06
1.99221	1	2	2	1.07682e-09	2.27013e+06
1.99321	1	1	1	5.4396e-10	1.14677e+06
1.99321	1	2	2	1.07682e-09	2.27013e+06
1.99421	1	1	1	5.4396e-10	1.14677e+06
1.99421	1	2	2	1.07682e-09	2.27013e+06
1.99521	1	1	1	5.4396e-10	1.14677e+06
1.99521	1	2	2	1.07682e-09	2.27013e+06
1.99621	1	1	1	5.4396e-10	1.14677e+06
1.99621	1	2	2	1.07682e-09	2.27013e+06
1.99721	1	1	1	5.4396e-10	1.14677e+06
1.99721	1	2	2	1.07682e-09	2.27013e+06
1.99821	1	1	1	5.4396e-10	1.14677e+06
1.99821	1	2	2	1.07682e-09	2.27013e+06
1.99921	1	1	1	5.4396e-10	1.14677e+06
1.99921	1	2	2	1.07682e-09	2.27013e+06
2.00021	1	1	1	5.4396e-10	1.14677e+06
2.00021	1	2	2	1.07682e-09	2.27013e+06
2.00121	1	1	1	5.4396e-10	1.14677e+06
2.00121	1	2	2	1.07682e-09	2.27013e+06
2.00221	1	1	1	5.4396e-10	1.14677e+06
2.00221	1	2	2	1.07682e-09	2.27013e+06
2.00321	1	1	1	5.4396e-10	1.14677e+06
2.00321	1	2	2	1.07682e-09	2.27013e+06
