0.407358	0	0
0.511	5.1588	2.5794
0.612	5.1588	3.4392
0.713	5.1588	3.8691
0.814	5.1588	4.12704
0.915	5.1588	4.299
1.015	5.1588	4.42183
1.116	5.1588	4.51395
1.217	5.1588	4.5856
1.318	5.1588	4.64292
1.419	5.1588	4.68982
1.519	5.1588	4.7289
1.62	5.1588	4.76197
1.721	5.1588	4.79031
1.822	5.1588	4.81488
1.923	5.1588	4.83637
2.023	5.1588	4.85534
2.124	5.1588	4.8722
2.225	5.1588	4.88728
2.326	5.1588	4.90086
2.427	5.1588	4.91314
2.527	5.1588	4.92431
2.628	5.1588	4.9345
2.729	5.1588	4.94385
2.83	5.1588	4.95245
2.931	5.1588	4.96038
3.031	5.1588	4.96773
3.132	5.1588	4.97456
3.233	5.1588	4.98091
3.334	5.1588	4.98684
3.435	5.1588	4.99239
3.535	5.1588	4.99759
3.636	5.1588	5.00247
3.737	5.1588	5.00707
3.838	5.1588	5.01141
3.939	5.1588	5.0155
4.039	5.1588	5.01937
4.14	5.1588	5.02304
4.241	5.1588	5.02652
4.342	5.1588	5.02983
4.443	5.1588	5.03298
4.543	5.1588	5.03597
4.644	5.1588	5.03883
4.745	5.1588	5.04155
4.846	5.1588	5.04416
4.947	5.1588	5.04665
5.047	5.1588	5.04904
5.148	5.1588	5.05133
5.249	5.1588	5.05352
5.35	5.1588	5.05562
5.451	5.1588	5.05765
5.551	5.1588	5.05959
5.652	5.1588	5.06146
5.753	5.1588	5.06327
5.854	5.1588	5.065
5.955	5.1588	5.06668
6.055	5.1588	5.06829
6.156	5.1588	5.06986
6.257	5.1588	5.07136
6.358	5.1588	5.07282
6.459	5.1588	5.07423
6.559	5.1588	5.07559
6.66	5.1588	5.07691
6.761	5.1588	5.07819
6.862	5.1588	5.07943
6.963	5.1588	5.08064
7.063	5.1588	5.0818
7.164	5.1588	5.08294
7.265	5.1588	5.08403
7.366	5.1588	5.0851
7.467	5.1588	5.08614
7.567	5.1588	5.08715
7.668	5.1588	5.08813
7.769	5.1588	5.08909
7.87	5.1588	5.09002
7.971	5.1588	5.09092
8.071	5.1588	5.0918
8.172	5.1588	5.09266
8.273	5.1588	5.0935
8.374	5.1588	5.09432
8.475	5.1588	5.09511
8.575	5.1588	5.09589
8.676	5.1588	5.09665
8.777	5.1588	5.09739
8.878	5.1588	5.09811
8.979	5.1588	5.09881
9.079	5.1588	5.0995
9.18	5.1588	5.10018
9.281	5.1588	5.10084
9.382	5.1588	5.10148
9.483	5.1588	5.10211
9.583	5.1588	5.10273
9.684	5.1588	5.10333
9.785	5.1588	5.10392
9.886	5.1588	5.1045
9.987	5.1588	5.10506
10.087	5.1588	5.10562
10.188	5.1588	5.10616
10.289	5.1588	5.10669
10.39	5.1588	5.10721
10.491	5.1588	5.10772
10.591	5.1588	5.10822
10.692	5.1588	5.10871
10.793	5.1588	5.1092
10.894	5.1588	5.10967
10.995	5.1588	5.11013
11.095	5.1588	5.11059
11.196	5.1588	5.11103
11.297	5.1588	5.11147
11.398	5.1588	5.1119
11.499	5.1588	5.11232
11.599	5.1588	5.11274
11.7	5.1588	5.11315
11.801	5.1588	5.11355
11.902	5.1588	5.11394
12.003	5.1588	5.11433
12.103	5.1588	5.11471
12.204	5.1588	5.11508
12.305	5.1588	5.11545
12.406	5.1588	5.11581
12.507	5.1588	5.11617
12.607	5.1588	5.11651
12.708	5.1588	5.11686
12.809	5.1588	5.1172
12.91	5.1588	5.11753
13.011	5.1588	5.11786
13.111	5.1588	5.11818
13.212	5.1588	5.1185
13.313	5.1588	5.11881
13.414	5.1588	5.11912
13.515	5.1588	5.11942
13.615	5.1588	5.11972
13.716	5.1588	5.12001
13.817	5.1588	5.1203
13.918	5.1588	5.12059
14.019	5.1588	5.12087
14.119	5.1588	5.12114
14.22	5.1588	5.12142
14.321	5.1588	5.12169
14.422	5.1588	5.12195
14.523	5.1588	5.12221
14.623	5.1588	5.12247
14.724	5.1588	5.12272
14.825	5.1588	5.12298
14.926	5.1588	5.12322
